time,bt_name,move_pow_metric,safety_metric,movement_efficiency,current_lighting,max_speed,obj_det_eff,obj_power,pic_rate,curr_cam_topic,pics_taken
1,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
2,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
3,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.934855,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
4,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.934855,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
5,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.914943,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
6,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.914943,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
7,frog_aal_arch_internal.xml,-10.0,-10.0,-10.0,0.893409,-10.0,-10.0,-10.0,-10,cam_feednot_available,-10.0
8,frog_aal_arch_internal.xml,-10.0,0.124818,-10.0,0.893409,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
9,frog_aal_arch_internal.xml,-10.0,0.153414,0.937732,0.868909,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
10,frog_aal_arch_internal.xml,-10.0,0.153414,0.937732,0.868909,0.26,-10.0,-10.0,1,/camera/image_noisy,-10.0
11,frog_aal_arch_internal.xml,-10.0,0.162954,0.86849,0.842246,0.26,"0,1",7053.725098,1,/camera/image_noisy,1.0
12,frog_aal_arch_internal.xml,-10.0,0.162954,0.86849,0.842246,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
13,frog_aal_arch_internal.xml,-10.0,0.106685,0.842735,0.814744,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
14,frog_aal_arch_internal.xml,-10.0,0.106685,0.842735,0.814744,0.26,"0,2",6994.450195,1,/camera/image_noisy,2.0
15,frog_aal_arch_internal.xml,26.038219,0.068811,0.842735,0.784624,0.26,"0,3",6460.975098,3,/camera/image_noisy,3.0
16,frog_aal_arch_internal.xml,26.038219,0.068811,0.842735,0.784624,0.26,"0,3",6460.975098,3,/camera/image_noisy,3.0
17,frog_aal_arch_internal.xml,26.038219,0.068811,0.842735,0.75169,0.26,"0,3",6460.975098,3,/camera/image_noisy,3.0
18,frog_aal_arch_internal.xml,26.038219,0.068811,0.842735,0.75169,0.26,"0,3",6460.975098,3,/camera/image_noisy,3.0
19,frog_aal_arch_internal.xml,26.038219,0.068811,0.842735,0.718796,0.26,"0,4",5927.5,3,/camera/image_noisy,4.0
20,frog_aal_arch_internal.xml,26.038219,0.068811,0.842735,0.718796,0.26,"0,4",5927.5,3,/camera/image_noisy,4.0
21,frog_aal_arch_internal.xml,26.038219,0.068811,0.842735,0.684598,0.26,"0,4",5927.5,3,/camera/image_noisy,4.0
22,frog_aal_arch_internal.xml,26.038219,0.072689,0.842735,0.684598,0.18,"0,5",5394.024902,3,/camera/image_noisy,5.0
23,frog_aal_arch_internal.xml,26.038219,0.081589,0.842735,0.648733,0.18,"0,6",5334.75,1,/camera/image_noisy,6.0
